app_id,shadow_cnt,live_cnt,diff
HX-055,1,1,0
HX-058,1,1,0
HX-059,95,95,0
HX-060,70,70,0
HX-065,2,2,0
HX-069,1,1,0
HX-070,2,2,0
HXXN-002,1,1,0
HttP://bxss.me/t/xss.html?%00,1,1,0
Http://bxss.me/t/fit.txt,1,1,0
JHA-030,14,14,0
JHA-055,15,15,0
JHA-060,124,124,0
JHA-065,11,11,0
JHA-071,28,28,0
JHA-082,16,16,0
JHA-098,1,1,0
JHA-1017,8,8,0
JHA-1028,1,1,0
JHA-1040,6,6,0
JHA-107,1,1,0
JHA-116,7,7,0
JHA-128,236,236,0
JHA-130,1,1,0
JHA-155,3,3,0
JHA-156,7,7,0
JHA-158,10,10,0
JHA-159,16,16,0
JHA-2003,77,77,0
JHA-201,2,2,0
JHA-202,17,17,0
JHA-203,13,13,0
JHA-206,6,6,0
JHA-207,66,66,0
JHA-208,7,7,0
JHA-210,150,150,0
JHA-501,7,7,0
JHA-505,86,86,0
JHG-012,12,12,0
JHG-018,13,13,0
JHG-019,5,5,0
JHG-026,37,37,0
JHG-027,23,23,0
JHG-039,3,3,0
JHG-040,8,8,0
JHG-041,37,37,0
JHG-053,2,2,0
JHG-054,1,1,0
JHG-056,5,5,0
JHG-060,1,1,0
JHG-065,6,6,0
JHG-072,1,1,0
JHG-078,5,5,0
JHG-081,1,1,0
JHG-083,1,1,0
JHG-090,7,7,0
JHG-101,2,2,0
JHGXN-106,2,2,0
JLYQ-002,22,22,0
JLYQXN-002,20,20,0
Q0uHMXCT: Ecwls6Z8,1,1,0
SC-01,2,2,0
SEO-002,7,7,0
SEO-003,8,8,0
SEO-004,7,7,0
SEO-005,2,2,0
SEO-006,4,4,0
SEO-007,3,3,0
SEO-008,2,2,0
SEO-010,3,3,0
SEO-011,1,1,0
SEO-012,3,3,0
SEO-013,2,2,0
SEO-016,1,1,0
SEO-017,4,4,0
SEO-020,2,2,0
SEO-021,1,1,0
SEO-025,1,1,0
SEO-026,1,1,0
SEO-027,2,2,0
SEO-029,2,2,0
SEO-036,1,1,0
SEO-037,2,2,0
SF-06,42,42,0
SF-105,29,29,0
SF-107,36,36,0
SF-109,11,11,0
SF-110,21,21,0
SF-112,75,75,0
SF-113,11,11,0
SF-115,7,7,0
SF-116,5,5,0
SF-117,174,174,0
SF-123,2,2,0
SF-124,139,139,0
SF-127,6,6,0
SF-129,40,40,0
SF-132,23,23,0
SF-133,156,156,0
SF-137,152,152,0
SF-138,16,16,0
SF-139,8,8,0
SF-14,32,32,0
SF-142,12,12,0
SF-145,8,8,0
SF-146,4,4,0
SF-147,1,1,0
SF-148,2,2,0
SF-149,8,8,0
SF-150,2,2,0
SF-151,7,7,0
SF-152,116,116,0
SF-153,13,13,0
SF-157,26,26,0
SF-158,69,69,0
SF-159,21,21,0
SF-160,48,48,0
SF-161,12,12,0
SF-162,121,121,0
SF-163,1,1,0
SF-164,14,14,0
SF-165,6,6,0
SF-166,1,1,0
SF-167,1,1,0
SF-179,3,3,0
SF-18,2,2,0
SF-189,3,3,0
SF-23,1,1,0
SF-25,8,8,0
SF-27,254,254,0
SF-28,2,2,0
SF-34,4,4,0
SF-37,69,69,0
SF-45,50,50,0
SF-46,19,19,0
SF-48,15,15,0
SF-57,458,458,0
SF-58,298,298,0
SF-68,222,222,0
SF-73,9,9,0
SF-76,141,141,0
