date_key,app_id,channel,deduction_download_num,deduction_new_user,deduction_recharge_amount,deduction_install_num,download_num,new_user,recharge_amount,coin_recharge_amount,install_num,pay_user_num
2026-09-02 00:00:00,SF-05,organic,0,0,0,4,0,0,0.000000,0.000000,4,0
2026-09-02 00:00:00,DX-025,organic,0,0,0,2,0,0,0.000000,0.000000,2,0
2026-09-02 00:00:00,DX-025,ug-haijiao-app-s,0,1,0,1,0,1,0.000000,0.000000,1,0
2026-09-02 00:00:00,DX-025,ug-xingbawang-sn,0,1,0,0,0,1,0.000000,0.000000,0,0
2026-09-02 00:00:00,JHA-096,organic,0,0,20000,0,0,0,20000.000000,0.000000,0,1
2026-09-02 00:00:00,YC-001,2w65c1jtx,0,1,0,0,0,1,0.000000,0.000000,0,0
2026-09-02 00:00:00,YC-001,3iu154tx,0,1,0,0,0,1,0.000000,0.000000,0,0
2026-09-02 00:00:00,YC-001,7eb41ytx,0,0,0,0,0,1,0.000000,0.000000,0,0
2026-09-02 00:00:00,YC-001,7tm1utx,0,1,0,0,0,1,0.000000,0.000000,0,0
2026-09-02 00:00:00,YC-001,LSIU5O4MM8,0,1,0,0,0,1,0.000000,0.000000,0,0
2026-09-02 00:00:00,YC-001,ad041ttx,0,1,0,0,0,1,0.000000,0.000000,0,0
2026-09-02 00:00:00,YC-001,aoqayfwl,0,1,0,0,0,1,0.000000,0.000000,0,0
2026-09-02 00:00:00,YC-001,b1rosntx,0,0,0,0,0,0,0.000000,5000.000000,0,0
2026-09-02 00:00:00,YC-001,byaebkvw,0,1,0,0,0,1,0.000000,0.000000,0,0
2026-09-02 00:00:00,YC-001,ciyg2ftx,0,1,0,0,0,1,0.000000,0.000000,0,0
2026-09-02 00:00:00,YC-001,cy1tx,0,0,0,0,0,0,0.000000,5000.000000,0,0
2026-09-02 00:00:00,YC-001,dopgdhqe,0,1,0,0,0,1,0.000000,0.000000,0,0
2026-09-02 00:00:00,YC-001,e15szumtx,0,1,0,0,0,1,0.000000,0.000000,0,0
2026-09-02 00:00:00,YC-001,hcqaflnn,0,1,0,0,0,1,0.000000,0.000000,0,0
2026-09-02 00:00:00,YC-001,if6k1wtx,0,8,0,0,0,8,0.000000,0.000000,0,0
2026-09-02 00:00:00,YC-001,ihynzyiq,0,1,0,0,0,1,0.000000,0.000000,0,0
2026-09-02 00:00:00,YC-001,k5t0i1jhjsq,0,1,0,0,0,1,0.000000,0.000000,0,0
2026-09-02 00:00:00,YC-001,kbrzmmle,0,1,0,0,0,1,0.000000,0.000000,0,0
2026-09-02 00:00:00,YC-001,kyopsjhz,0,1,0,0,0,1,0.000000,0.000000,0,0
2026-09-02 00:00:00,YC-001,liuliang1tx,0,1,0,0,0,1,0.000000,0.000000,0,0
2026-09-02 00:00:00,YC-001,na7sc1l7w8,0,0,0,0,0,0,0.000000,5000.000000,0,0
2026-09-02 00:00:00,YC-001,nhrfndqv,0,1,0,0,0,1,0.000000,0.000000,0,0
2026-09-02 00:00:00,YC-001,nvrmlipc,0,1,0,0,0,1,0.000000,0.000000,0,0
2026-09-02 00:00:00,SF-02,organic,0,1,3000,0,0,1,3000.000000,0.000000,0,1
2026-09-02 00:00:00,YC-108,gsfvnlfr,0,0,0,0,0,1,0.000000,0.000000,0,0
